InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
542309,21754,HOME BUILDING BLOCK WORD,1,06/01/2011 00:00,5.95,12913.0,United Kingdom
544725,84029E,RED WOOLLY HOTTIE WHITE HEART,14,11/30/2011 00:00,3.75,13112.0,United Kingdom
537312,71053,WHITE METAL LANTERN,18,04/28/2011 00:00,3.39,12443.0,United Kingdom
543282,22752,SET 7 BABUSHKA NESTING BOXES,9,03/04/2011 00:00,7.65,13000.0,United Kingdom
537094,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,07/10/2011 00:00,2.55,12429.0,United Kingdom
536373,84029E,RED WOOLLY HOTTIE WHITE HEART,6,02/19/2011 00:00,3.75,12347.0,United Kingdom
541386,84406B,CREAM CUPID HEARTS COAT HANGER,15,06/29/2011 00:00,2.75,12830.0,France
542172,22752,SET 7 BABUSHKA NESTING BOXES,4,11/08/2011 00:00,7.65,12900.0,United Kingdom
543137,22752,SET 7 BABUSHKA NESTING BOXES,11,05/12/2011 00:00,7.65,12992.0,United Kingdom
536901,22752,SET 7 BABUSHKA NESTING BOXES,9,07/19/2011 00:00,7.65,12405.0,United Kingdom
541980,22633,HAND WARMER UNION JACK,22,08/11/2011 00:00,1.85,12884.0,United Kingdom
539745,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,03/02/2011 00:00,4.25,12665.0,United Kingdom
541995,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,09/10/2011 00:00,4.25,12890.0,United Kingdom
543631,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,11/20/2011 00:00,2.55,13046.0,United Kingdom
541935,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,05/04/2011 00:00,4.25,12881.0,United Kingdom
536924,84029E,RED WOOLLY HOTTIE WHITE HEART,5,10/04/2011 00:00,3.75,12412.0,France
545191,22138,BAKING SET 9 PIECE RETROSPOT,25,09/16/2011 00:00,4.95,13142.0,France
537763,22138,BAKING SET 9 PIECE RETROSPOT,11,08/06/2011 00:00,4.95,12487.0,United Kingdom
543374,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,10/28/2011 00:00,4.25,13016.0,United Kingdom
542017,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,04/24/2011 00:00,2.55,12893.0,Germany
538065,21754,HOME BUILDING BLOCK WORD,2,08/22/2011 00:00,5.95,12520.0,United Kingdom
537046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,04/08/2011 00:00,2.55,12420.0,United Kingdom
541262,71053,WHITE METAL LANTERN,4,09/04/2011 00:00,3.39,12816.0,United Kingdom
539312,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,04/09/2011 00:00,2.55,12626.0,United Kingdom
538340,22633,HAND WARMER UNION JACK,16,10/05/2011 00:00,1.85,12549.0,United Kingdom
537892,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,09/10/2011 00:00,2.55,12500.0,United Kingdom
542664,84029E,RED WOOLLY HOTTIE WHITE HEART,21,01/28/2011 00:00,3.75,12953.0,United Kingdom
542150,22752,SET 7 BABUSHKA NESTING BOXES,6,02/11/2011 00:00,7.65,12900.0,United Kingdom
541867,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,11/02/2011 00:00,4.25,12880.0,United Kingdom
541279,22961,JAM MAKING SET PRINTED,11,05/17/2011 00:00,4.25,12818.0,United Kingdom
542619,22138,BAKING SET 9 PIECE RETROSPOT,9,12/08/2010 00:00,4.95,12943.0,United Kingdom
537724,22961,JAM MAKING SET PRINTED,15,08/09/2011 00:00,4.25,12481.0,United Kingdom
541518,84029E,RED WOOLLY HOTTIE WHITE HEART,4,02/16/2011 00:00,3.75,12842.0,United Kingdom
537381,22961,JAM MAKING SET PRINTED,2,11/25/2011 00:00,4.25,12454.0,United Kingdom
536997,84406B,CREAM CUPID HEARTS COAT HANGER,8,10/14/2011 00:00,2.75,12417.0,United Kingdom
536795,22633,HAND WARMER UNION JACK,2,07/26/2011 00:00,1.85,12397.0,United Kingdom
543470,71053,WHITE METAL LANTERN,32,11/13/2011 00:00,3.39,13027.0,United Kingdom
542611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,10/22/2011 00:00,4.25,12941.0,United Kingdom
538463,22138,BAKING SET 9 PIECE RETROSPOT,16,02/20/2011 00:00,4.95,12552.0,United Kingdom
538657,22961,JAM MAKING SET PRINTED,4,03/13/2011 00:00,4.25,12572.0,United Kingdom
542853,21754,HOME BUILDING BLOCK WORD,15,06/26/2011 00:00,5.95,12973.0,United Kingdom
540289,84406B,CREAM CUPID HEARTS COAT HANGER,13,11/09/2011 00:00,2.75,12740.0,Netherlands
538666,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,05/04/2011 00:00,4.25,12572.0,United Kingdom
541936,71053,WHITE METAL LANTERN,11,07/02/2011 00:00,3.39,12881.0,United Kingdom
539720,84029E,RED WOOLLY HOTTIE WHITE HEART,3,12/07/2010 00:00,3.75,12659.0,United Kingdom
537242,22633,HAND WARMER UNION JACK,28,10/20/2011 00:00,1.85,12434.0,United Kingdom
538150,22633,HAND WARMER UNION JACK,11,10/13/2011 00:00,1.85,12528.0,United Kingdom
536431,21754,HOME BUILDING BLOCK WORD,1,05/10/2011 00:00,5.95,12354.0,United Kingdom
539766,84029E,RED WOOLLY HOTTIE WHITE HEART,6,02/26/2011 00:00,3.75,12672.0,United Kingdom
542780,84029E,RED WOOLLY HOTTIE WHITE HEART,18,04/19/2011 00:00,3.75,12965.0,United Kingdom
541437,84029E,RED WOOLLY HOTTIE WHITE HEART,15,09/13/2011 00:00,3.75,12830.0,France
541079,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,06/01/2011 00:00,2.55,12796.0,United Kingdom
541361,21754,HOME BUILDING BLOCK WORD,13,02/12/2011 00:00,5.95,12827.0,United Kingdom
536987,84406B,CREAM CUPID HEARTS COAT HANGER,25,02/20/2011 00:00,2.75,12416.0,United Kingdom
537301,84029E,RED WOOLLY HOTTIE WHITE HEART,14,11/05/2011 00:00,3.75,12443.0,United Kingdom
542203,21754,HOME BUILDING BLOCK WORD,29,04/04/2011 00:00,5.95,12901.0,United Kingdom
544017,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,09/19/2011 00:00,4.25,13076.0,United Kingdom
540364,22752,SET 7 BABUSHKA NESTING BOXES,21,04/13/2011 00:00,7.65,12749.0,United Kingdom
542383,71053,WHITE METAL LANTERN,20,02/16/2011 00:00,3.39,12928.0,United Kingdom
540389,22961,JAM MAKING SET PRINTED,24,09/19/2011 00:00,4.25,12754.0,United Kingdom
539349,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,08/19/2011 00:00,4.25,12627.0,United Kingdom
543348,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,07/02/2011 00:00,2.55,13009.0,France
543880,22138,BAKING SET 9 PIECE RETROSPOT,16,11/15/2011 00:00,4.95,13070.0,United Kingdom
540857,22752,SET 7 BABUSHKA NESTING BOXES,7,08/08/2011 00:00,7.65,12780.0,United Kingdom
537504,21754,HOME BUILDING BLOCK WORD,2,08/06/2011 00:00,5.95,12470.0,United Kingdom
537571,84029E,RED WOOLLY HOTTIE WHITE HEART,6,10/04/2011 00:00,3.75,12471.0,United Kingdom
537699,84029E,RED WOOLLY HOTTIE WHITE HEART,32,02/11/2011 00:00,3.75,12481.0,United Kingdom
541338,22633,HAND WARMER UNION JACK,12,04/23/2011 00:00,1.85,12827.0,United Kingdom
544975,22633,HAND WARMER UNION JACK,5,01/31/2011 00:00,1.85,13123.0,United Kingdom
543043,84406B,CREAM CUPID HEARTS COAT HANGER,4,06/06/2011 00:00,2.75,12988.0,Spain
544670,71053,WHITE METAL LANTERN,5,03/28/2011 00:00,3.39,13111.0,United Kingdom
539193,71053,WHITE METAL LANTERN,21,08/14/2011 00:00,3.39,12615.0,United Kingdom
536651,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,10/10/2011 00:00,2.55,12381.0,United Kingdom
541291,71053,WHITE METAL LANTERN,21,10/31/2011 00:00,3.39,12819.0,United Kingdom
540458,71053,WHITE METAL LANTERN,23,08/02/2011 00:00,3.39,12760.0,Netherlands
542146,71053,WHITE METAL LANTERN,14,03/15/2011 00:00,3.39,12900.0,United Kingdom
543030,22961,JAM MAKING SET PRINTED,2,08/18/2011 00:00,4.25,12981.0,Portugal
538298,22961,JAM MAKING SET PRINTED,8,01/07/2011 00:00,4.25,12543.0,United Kingdom
540994,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,06/15/2011 00:00,4.25,12789.0,United Kingdom
538953,22633,HAND WARMER UNION JACK,2,06/15/2011 00:00,1.85,12600.0,Netherlands
536522,71053,WHITE METAL LANTERN,6,03/07/2011 00:00,3.39,12368.0,United Kingdom
539664,71053,WHITE METAL LANTERN,20,05/26/2011 00:00,3.39,12655.0,United Kingdom
543952,22138,BAKING SET 9 PIECE RETROSPOT,8,02/25/2011 00:00,4.95,13071.0,United Kingdom
536691,84406B,CREAM CUPID HEARTS COAT HANGER,2,03/21/2011 00:00,2.75,12382.0,United Kingdom
539627,22961,JAM MAKING SET PRINTED,3,03/11/2011 00:00,4.25,12649.0,United Kingdom
538535,21754,HOME BUILDING BLOCK WORD,8,11/27/2011 00:00,5.95,12562.0,Spain
537742,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,03/09/2011 00:00,4.25,12484.0,United Kingdom
541540,22633,HAND WARMER UNION JACK,6,06/28/2011 00:00,1.85,12847.0,United Kingdom
542047,22633,HAND WARMER UNION JACK,5,10/10/2011 00:00,1.85,12896.0,United Kingdom
545207,22138,BAKING SET 9 PIECE RETROSPOT,5,06/25/2011 00:00,4.95,13142.0,France
536802,84029E,RED WOOLLY HOTTIE WHITE HEART,10,06/15/2011 00:00,3.75,12397.0,United Kingdom
540788,84406B,CREAM CUPID HEARTS COAT HANGER,16,11/11/2011 00:00,2.75,12774.0,United Kingdom
538236,84406B,CREAM CUPID HEARTS COAT HANGER,14,05/18/2011 00:00,2.75,12538.0,United Kingdom
542452,84029E,RED WOOLLY HOTTIE WHITE HEART,2,02/25/2011 00:00,3.75,12934.0,United Kingdom
542516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,07/15/2011 00:00,2.55,12935.0,United Kingdom
541537,84029E,RED WOOLLY HOTTIE WHITE HEART,10,01/11/2011 00:00,3.75,12846.0,United Kingdom
536454,22138,BAKING SET 9 PIECE RETROSPOT,8,08/23/2011 00:00,4.95,12358.0,United Kingdom
537787,21754,HOME BUILDING BLOCK WORD,6,02/21/2011 00:00,5.95,12493.0,United Kingdom
540360,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,07/05/2011 00:00,2.55,12749.0,United Kingdom
538890,22633,HAND WARMER UNION JACK,3,01/17/2011 00:00,1.85,12592.0,United Kingdom
544506,84029E,RED WOOLLY HOTTIE WHITE HEART,19,06/27/2011 00:00,3.75,13107.0,United Kingdom
540497,84029E,RED WOOLLY HOTTIE WHITE HEART,9,05/23/2011 00:00,3.75,12760.0,Netherlands
538590,84029E,RED WOOLLY HOTTIE WHITE HEART,4,02/28/2011 00:00,3.75,12568.0,Germany
544277,22961,JAM MAKING SET PRINTED,15,03/18/2011 00:00,4.25,13089.0,United Kingdom
543512,22752,SET 7 BABUSHKA NESTING BOXES,16,09/23/2011 00:00,7.65,13028.0,United Kingdom
542911,21754,HOME BUILDING BLOCK WORD,20,03/06/2011 00:00,5.95,12978.0,Spain
536557,22961,JAM MAKING SET PRINTED,26,07/02/2011 00:00,4.25,12373.0,United Kingdom
539613,84029E,RED WOOLLY HOTTIE WHITE HEART,5,11/16/2011 00:00,3.75,12647.0,United Kingdom
540689,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,11/06/2011 00:00,4.25,12768.0,United Kingdom
540321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,06/19/2011 00:00,2.55,12741.0,United Kingdom
540402,22633,HAND WARMER UNION JACK,5,08/23/2011 00:00,1.85,12754.0,United Kingdom
540228,22138,BAKING SET 9 PIECE RETROSPOT,4,08/16/2011 00:00,4.95,12740.0,Netherlands
539976,84406B,CREAM CUPID HEARTS COAT HANGER,2,03/28/2011 00:00,2.75,12698.0,United Kingdom
536578,84029E,RED WOOLLY HOTTIE WHITE HEART,8,11/15/2011 00:00,3.75,12373.0,United Kingdom
536623,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,02/09/2011 00:00,4.25,12377.0,United Kingdom
540203,22633,HAND WARMER UNION JACK,3,05/23/2011 00:00,1.85,12737.0,Portugal
542074,71053,WHITE METAL LANTERN,9,10/31/2011 00:00,3.39,12898.0,United Kingdom
544120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,06/28/2011 00:00,2.55,13082.0,United Kingdom
540540,84029E,RED WOOLLY HOTTIE WHITE HEART,26,07/29/2011 00:00,3.75,12761.0,United Kingdom
541317,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,09/19/2011 00:00,2.55,12823.0,United Kingdom
541362,22961,JAM MAKING SET PRINTED,8,11/13/2011 00:00,4.25,12827.0,United Kingdom
537266,22961,JAM MAKING SET PRINTED,14,06/05/2011 00:00,4.25,12436.0,United Kingdom
539999,21754,HOME BUILDING BLOCK WORD,2,11/06/2011 00:00,5.95,12705.0,United Kingdom
538453,84029E,RED WOOLLY HOTTIE WHITE HEART,7,05/30/2011 00:00,3.75,12552.0,United Kingdom
541086,22752,SET 7 BABUSHKA NESTING BOXES,1,08/12/2011 00:00,7.65,12796.0,United Kingdom
543800,22961,JAM MAKING SET PRINTED,22,04/14/2011 00:00,4.25,13068.0,Germany
539749,22633,HAND WARMER UNION JACK,5,04/16/2011 00:00,1.85,12666.0,United Kingdom
543877,21754,HOME BUILDING BLOCK WORD,18,11/08/2011 00:00,5.95,13070.0,United Kingdom
539030,22138,BAKING SET 9 PIECE RETROSPOT,14,05/01/2011 00:00,4.95,12606.0,United Kingdom
537441,84029E,RED WOOLLY HOTTIE WHITE HEART,2,04/21/2011 00:00,3.75,12460.0,Spain
539177,22633,HAND WARMER UNION JACK,6,06/29/2011 00:00,1.85,12615.0,United Kingdom
536529,21754,HOME BUILDING BLOCK WORD,8,07/28/2011 00:00,5.95,12371.0,United Kingdom
539901,22138,BAKING SET 9 PIECE RETROSPOT,11,12/05/2010 00:00,4.95,12685.0,France
538932,21730,GLASS STAR FROSTED T-LIGHT HOLDER,27,07/11/2011 00:00,4.25,12599.0,United Kingdom
543741,22633,HAND WARMER UNION JACK,6,04/26/2011 00:00,1.85,13063.0,United Kingdom
538852,22752,SET 7 BABUSHKA NESTING BOXES,9,12/29/2010 00:00,7.65,12587.0,United Kingdom
544420,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,03/19/2011 00:00,4.25,13101.0,United Kingdom
539404,21754,HOME BUILDING BLOCK WORD,9,04/15/2011 00:00,5.95,12629.0,United Kingdom
539188,22752,SET 7 BABUSHKA NESTING BOXES,4,05/06/2011 00:00,7.65,12615.0,United Kingdom
543510,22752,SET 7 BABUSHKA NESTING BOXES,2,06/07/2011 00:00,7.65,13028.0,United Kingdom
540304,22961,JAM MAKING SET PRINTED,8,07/10/2011 00:00,4.25,12740.0,Netherlands
540891,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,05/23/2011 00:00,4.25,12780.0,United Kingdom
540197,22961,JAM MAKING SET PRINTED,14,09/26/2011 00:00,4.25,12737.0,Portugal
540750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,08/19/2011 00:00,2.55,12772.0,United Kingdom
536506,84029E,RED WOOLLY HOTTIE WHITE HEART,8,10/28/2011 00:00,3.75,12363.0,United Kingdom
542439,71053,WHITE METAL LANTERN,2,10/12/2011 00:00,3.39,12934.0,United Kingdom
544740,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,06/11/2011 00:00,4.25,13112.0,United Kingdom
539218,71053,WHITE METAL LANTERN,21,06/09/2011 00:00,3.39,12616.0,United Kingdom
539116,22752,SET 7 BABUSHKA NESTING BOXES,13,09/10/2011 00:00,7.65,12613.0,United Kingdom
540508,84029E,RED WOOLLY HOTTIE WHITE HEART,17,08/10/2011 00:00,3.75,12760.0,Netherlands
544022,21754,HOME BUILDING BLOCK WORD,14,02/03/2011 00:00,5.95,13077.0,United Kingdom
544364,22961,JAM MAKING SET PRINTED,22,11/13/2011 00:00,4.25,13098.0,Germany
543441,22752,SET 7 BABUSHKA NESTING BOXES,12,03/24/2011 00:00,7.65,13026.0,United Kingdom
538733,84406B,CREAM CUPID HEARTS COAT HANGER,24,04/05/2011 00:00,2.75,12576.0,United Kingdom
541546,84406B,CREAM CUPID HEARTS COAT HANGER,5,04/15/2011 00:00,2.75,12849.0,United Kingdom
536773,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,04/04/2011 00:00,2.55,12396.0,United Kingdom
538107,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,04/04/2011 00:00,4.25,12521.0,United Kingdom
539436,22752,SET 7 BABUSHKA NESTING BOXES,5,09/02/2011 00:00,7.65,12632.0,United Kingdom
536511,21754,HOME BUILDING BLOCK WORD,9,02/05/2011 00:00,5.95,12364.0,United Kingdom
545171,84029E,RED WOOLLY HOTTIE WHITE HEART,11,06/30/2011 00:00,3.75,13142.0,France
543765,21754,HOME BUILDING BLOCK WORD,23,08/05/2011 00:00,5.95,13068.0,Germany
537724,84029E,RED WOOLLY HOTTIE WHITE HEART,7,08/09/2011 00:00,3.75,12481.0,United Kingdom
540929,22961,JAM MAKING SET PRINTED,16,07/12/2011 00:00,4.25,12782.0,Netherlands
541901,22752,SET 7 BABUSHKA NESTING BOXES,13,02/08/2011 00:00,7.65,12880.0,United Kingdom
540783,22633,HAND WARMER UNION JACK,10,05/25/2011 00:00,1.85,12773.0,United Kingdom
543813,22138,BAKING SET 9 PIECE RETROSPOT,23,02/15/2011 00:00,4.95,13068.0,Germany
544864,84406B,CREAM CUPID HEARTS COAT HANGER,3,06/23/2011 00:00,2.75,13120.0,France
539340,84406B,CREAM CUPID HEARTS COAT HANGER,14,02/09/2011 00:00,2.75,12626.0,United Kingdom
540910,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,09/04/2011 00:00,4.25,12781.0,United Kingdom
539423,22138,BAKING SET 9 PIECE RETROSPOT,20,04/03/2011 00:00,4.95,12632.0,United Kingdom
542767,22633,HAND WARMER UNION JACK,2,04/24/2011 00:00,1.85,12965.0,United Kingdom
539749,71053,WHITE METAL LANTERN,11,04/16/2011 00:00,3.39,12666.0,United Kingdom
539991,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,11/01/2011 00:00,2.55,12701.0,Portugal
537916,22633,HAND WARMER UNION JACK,4,07/08/2011 00:00,1.85,12502.0,United Kingdom
539523,22961,JAM MAKING SET PRINTED,5,05/21/2011 00:00,4.25,12635.0,Germany
540943,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,09/23/2011 00:00,2.55,12782.0,Netherlands
544180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,08/20/2011 00:00,2.55,13086.0,United Kingdom
536880,22752,SET 7 BABUSHKA NESTING BOXES,6,02/24/2011 00:00,7.65,12404.0,United Kingdom
542455,84029E,RED WOOLLY HOTTIE WHITE HEART,12,04/22/2011 00:00,3.75,12934.0,United Kingdom
541002,22633,HAND WARMER UNION JACK,2,02/25/2011 00:00,1.85,12789.0,United Kingdom
539101,22138,BAKING SET 9 PIECE RETROSPOT,10,09/23/2011 00:00,4.95,12613.0,United Kingdom
536718,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,07/17/2011 00:00,4.25,12384.0,Portugal
544841,22752,SET 7 BABUSHKA NESTING BOXES,5,07/13/2011 00:00,7.65,13116.0,United Kingdom
539145,84029E,RED WOOLLY HOTTIE WHITE HEART,27,05/10/2011 00:00,3.75,12615.0,United Kingdom
541486,22633,HAND WARMER UNION JACK,6,06/25/2011 00:00,1.85,12833.0,France
542859,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,03/28/2011 00:00,2.55,12973.0,United Kingdom
537325,22138,BAKING SET 9 PIECE RETROSPOT,2,02/10/2011 00:00,4.95,12443.0,United Kingdom
542511,71053,WHITE METAL LANTERN,17,05/24/2011 00:00,3.39,12935.0,United Kingdom
540090,22752,SET 7 BABUSHKA NESTING BOXES,9,07/25/2011 00:00,7.65,12717.0,United Kingdom
536597,22961,JAM MAKING SET PRINTED,24,10/28/2011 00:00,4.25,12373.0,United Kingdom
542048,22633,HAND WARMER UNION JACK,1,01/15/2011 00:00,1.85,12896.0,United Kingdom
538526,22138,BAKING SET 9 PIECE RETROSPOT,17,06/15/2011 00:00,4.95,12558.0,United Kingdom
541366,71053,WHITE METAL LANTERN,4,06/06/2011 00:00,3.39,12828.0,United Kingdom
542275,22138,BAKING SET 9 PIECE RETROSPOT,14,12/01/2011 00:00,4.95,12907.0,United Kingdom
540703,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,12/06/2011 00:00,4.25,12768.0,United Kingdom
538069,22138,BAKING SET 9 PIECE RETROSPOT,4,08/14/2011 00:00,4.95,12520.0,United Kingdom
541789,22633,HAND WARMER UNION JACK,10,12/12/2010 00:00,1.85,12869.0,United Kingdom
541735,22138,BAKING SET 9 PIECE RETROSPOT,21,03/07/2011 00:00,4.95,12864.0,United Kingdom
544579,22752,SET 7 BABUSHKA NESTING BOXES,18,02/27/2011 00:00,7.65,13108.0,United Kingdom
537000,22633,HAND WARMER UNION JACK,7,06/16/2011 00:00,1.85,12417.0,United Kingdom
538596,84029E,RED WOOLLY HOTTIE WHITE HEART,7,12/07/2010 00:00,3.75,12569.0,United Kingdom
544725,71053,WHITE METAL LANTERN,1,11/30/2011 00:00,3.39,13112.0,United Kingdom
542244,84029E,RED WOOLLY HOTTIE WHITE HEART,4,03/15/2011 00:00,3.75,12906.0,United Kingdom
542960,84406B,CREAM CUPID HEARTS COAT HANGER,6,06/01/2011 00:00,2.75,12980.0,United Kingdom
537392,22961,JAM MAKING SET PRINTED,5,08/18/2011 00:00,4.25,12454.0,United Kingdom
537489,21754,HOME BUILDING BLOCK WORD,12,08/18/2011 00:00,5.95,12468.0,United Kingdom
543848,21754,HOME BUILDING BLOCK WORD,19,02/28/2011 00:00,5.95,13068.0,Germany
537911,21754,HOME BUILDING BLOCK WORD,11,08/02/2011 00:00,5.95,12501.0,United Kingdom
542744,21730,GLASS STAR FROSTED T-LIGHT HOLDER,25,03/08/2011 00:00,4.25,12965.0,United Kingdom
538323,84029E,RED WOOLLY HOTTIE WHITE HEART,9,04/17/2011 00:00,3.75,12545.0,United Kingdom
539060,21754,HOME BUILDING BLOCK WORD,5,07/14/2011 00:00,5.95,12609.0,Netherlands
536894,22961,JAM MAKING SET PRINTED,18,02/19/2011 00:00,4.25,12405.0,United Kingdom
543466,22961,JAM MAKING SET PRINTED,22,02/17/2011 00:00,4.25,13027.0,United Kingdom
539479,84406B,CREAM CUPID HEARTS COAT HANGER,15,07/16/2011 00:00,2.75,12632.0,United Kingdom
539759,84406B,CREAM CUPID HEARTS COAT HANGER,5,10/23/2011 00:00,2.75,12669.0,United Kingdom
543973,21754,HOME BUILDING BLOCK WORD,8,04/09/2011 00:00,5.95,13072.0,United Kingdom
542093,21754,HOME BUILDING BLOCK WORD,14,06/28/2011 00:00,5.95,12900.0,United Kingdom
536624,22752,SET 7 BABUSHKA NESTING BOXES,10,09/25/2011 00:00,7.65,12378.0,United Kingdom
545153,22633,HAND WARMER UNION JACK,5,11/24/2011 00:00,1.85,13140.0,United Kingdom
541225,21754,HOME BUILDING BLOCK WORD,11,02/28/2011 00:00,5.95,12814.0,United Kingdom
540667,21754,HOME BUILDING BLOCK WORD,21,10/03/2011 00:00,5.95,12767.0,United Kingdom
542186,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,05/10/2011 00:00,4.25,12901.0,United Kingdom
539204,22138,BAKING SET 9 PIECE RETROSPOT,14,06/20/2011 00:00,4.95,12616.0,United Kingdom
542454,22961,JAM MAKING SET PRINTED,11,02/27/2011 00:00,4.25,12934.0,United Kingdom
537500,21754,HOME BUILDING BLOCK WORD,9,11/16/2011 00:00,5.95,12470.0,United Kingdom
536654,22961,JAM MAKING SET PRINTED,25,08/19/2011 00:00,4.25,12381.0,United Kingdom
540653,22961,JAM MAKING SET PRINTED,15,02/11/2011 00:00,4.25,12767.0,United Kingdom
539837,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,02/12/2011 00:00,4.25,12680.0,United Kingdom
542312,21754,HOME BUILDING BLOCK WORD,8,08/15/2011 00:00,5.95,12914.0,United Kingdom
540470,22138,BAKING SET 9 PIECE RETROSPOT,7,03/09/2011 00:00,4.95,12760.0,Netherlands
539734,21754,HOME BUILDING BLOCK WORD,9,03/26/2011 00:00,5.95,12662.0,United Kingdom
543168,21754,HOME BUILDING BLOCK WORD,20,04/04/2011 00:00,5.95,12992.0,United Kingdom
544500,21754,HOME BUILDING BLOCK WORD,11,11/12/2011 00:00,5.95,13105.0,United Kingdom
540103,22752,SET 7 BABUSHKA NESTING BOXES,7,01/06/2011 00:00,7.65,12719.0,United Kingdom
543676,84029E,RED WOOLLY HOTTIE WHITE HEART,10,05/10/2011 00:00,3.75,13055.0,United Kingdom
540881,22138,BAKING SET 9 PIECE RETROSPOT,10,04/16/2011 00:00,4.95,12780.0,United Kingdom
543510,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,06/07/2011 00:00,2.55,13028.0,United Kingdom
537815,21754,HOME BUILDING BLOCK WORD,7,08/24/2011 00:00,5.95,12495.0,Germany
543833,22961,JAM MAKING SET PRINTED,6,10/19/2011 00:00,4.25,13068.0,Germany
537840,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,04/29/2011 00:00,2.55,12495.0,Germany
540605,21754,HOME BUILDING BLOCK WORD,1,10/12/2011 00:00,5.95,12767.0,United Kingdom
541074,71053,WHITE METAL LANTERN,16,05/27/2011 00:00,3.39,12796.0,United Kingdom
541031,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,04/11/2011 00:00,2.55,12794.0,United Kingdom
540993,84029E,RED WOOLLY HOTTIE WHITE HEART,3,11/18/2011 00:00,3.75,12789.0,United Kingdom
544384,22138,BAKING SET 9 PIECE RETROSPOT,1,11/08/2011 00:00,4.95,13098.0,Germany
537152,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,02/19/2011 00:00,2.55,12430.0,United Kingdom
542422,22752,SET 7 BABUSHKA NESTING BOXES,3,04/12/2011 00:00,7.65,12932.0,United Kingdom
542807,84406B,CREAM CUPID HEARTS COAT HANGER,15,07/10/2011 00:00,2.75,12965.0,United Kingdom
538647,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,08/10/2011 00:00,2.55,12572.0,United Kingdom
544517,84406B,CREAM CUPID HEARTS COAT HANGER,25,03/20/2011 00:00,2.75,13107.0,United Kingdom
539233,21754,HOME BUILDING BLOCK WORD,7,07/17/2011 00:00,5.95,12617.0,United Kingdom
545171,22633,HAND WARMER UNION JACK,12,06/30/2011 00:00,1.85,13142.0,France
542072,21754,HOME BUILDING BLOCK WORD,26,08/05/2011 00:00,5.95,12898.0,United Kingdom
536659,84029E,RED WOOLLY HOTTIE WHITE HEART,14,03/09/2011 00:00,3.75,12381.0,United Kingdom
543586,22138,BAKING SET 9 PIECE RETROSPOT,14,10/20/2011 00:00,4.95,13038.0,United Kingdom
537324,22961,JAM MAKING SET PRINTED,9,08/25/2011 00:00,4.25,12443.0,United Kingdom
540345,22961,JAM MAKING SET PRINTED,3,12/16/2010 00:00,4.25,12747.0,United Kingdom
538315,22633,HAND WARMER UNION JACK,5,09/26/2011 00:00,1.85,12544.0,United Kingdom
